EXTERNALLINK_PK,EXTERNAL_URL,NAME_FIELD,Result,Details,UpdatedURL
229191,http://www.shmoop.com/surface-area-volume/congruent-similar-solids.html,See More,Redirected,URL should be updated to match Redirected URL,https://www.shmoop.com/study-guides/math/surface-area-volume/congruent-similar-solids
234188,http://www.shmoop.com/video/Transitions,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.shmoop.com/video/transitions
234229,http://www.shmoop.com/video/Transitions,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.shmoop.com/video/transitions
227966,http://www.shmoop.com/video/analysis-essay,Hear More,Success,,https://www.shmoop.com/video/analysis-essay
234080,http://www.shmoop.com/video/beowulf,Hear More,Success,,https://www.shmoop.com/video/beowulf
226660,http://www.shmoop.com/video/cause-and-effect,See More,Success,,https://www.shmoop.com/video/cause-and-effect
157474,http://www.shmoop.com/video/comma-splices,Instructional Video,Success,,https://www.shmoop.com/video/comma-splices
225603,http://www.shmoop.com/video/compare-and-contrast,Hear More,Success,,https://www.shmoop.com/video/compare-and-contrast
226623,http://www.shmoop.com/video/descriptive-essay,See More,Success,,https://www.shmoop.com/video/descriptive-essay
226631,http://www.shmoop.com/video/descriptive-essay,Hear More,Success,,https://www.shmoop.com/video/descriptive-essay
226662,http://www.shmoop.com/video/descriptive-essay,See More,Success,,https://www.shmoop.com/video/descriptive-essay
225719,http://www.shmoop.com/video/how-to-make-anything-sound-narrative?tag=17910C5297DE4BB2BAE07118407706FF,Hear More,Success,,https://www.shmoop.com/video/how-to-make-anything-sound-narrative?tag=17910C5297DE4BB2BAE07118407706FF
226649,http://www.shmoop.com/video/icarus,See More,Success,,https://www.shmoop.com/video/icarus
226679,http://www.shmoop.com/video/meter-in-poetry,See More,Success,,https://www.shmoop.com/video/meter-in-poetry
157275,http://www.shmoop.com/video/misplaced-modifiers,Instructional Video,Success,,https://www.shmoop.com/video/misplaced-modifiers
227680,http://www.shmoop.com/video/short-stories,Instructional Video,Success,,https://www.shmoop.com/video/short-stories
227936,http://www.shmoop.com/video/sonnets,Hear More,Success,,https://www.shmoop.com/video/sonnets
226581,http://www.shmoop.com/video/subject-verb-agreement,Hear More,Success,,https://www.shmoop.com/video/subject-verb-agreement
158427,http://www.shmoop.com/video/summary-vs--analysis,Instructional Video,Success,,https://www.shmoop.com/video/summary-vs--analysis
227972,http://www.shmoop.com/video/summary-vs--analysis,Hear More,Success,,https://www.shmoop.com/video/summary-vs--analysis
228398,http://www.shmoop.com/video/the-autobiography-of-benjamin-franklin,Hear More,Success,,https://www.shmoop.com/video/the-autobiography-of-benjamin-franklin
231349,http://www.shmoop.com/video/the-great-gatsby-summary,Instructional Video,Success,,https://www.shmoop.com/video/the-great-gatsby-summary
225693,http://www.shmoop.com/video/the-red-badge-of-courage,Hear More,Success,,https://www.shmoop.com/video/the-red-badge-of-courage
226359,http://www.shmoop.com/video/the-red-badge-of-courage,Hear More,Success,,https://www.shmoop.com/video/the-red-badge-of-courage
228091,http://www.shmoop.com/video/the-red-badge-of-courage,Hear More,Success,,https://www.shmoop.com/video/the-red-badge-of-courage
225086,http://www.shmoop.com/video/young_adult_themes,Need 2 Know,Success,,https://www.shmoop.com/video/young_adult_themes
225190,http://www.shmoop.com/video/young_adult_themes,Need 2 Know,Success,,https://www.shmoop.com/video/young_adult_themes
230826,http://www.shockwaveaquatics.com/msmsa/UserFiles/File/169525_4_Overview_of_the_Sport_of_Swimming.pdf,Need 2 Know,Redirected,URL should be updated to match Redirected URL,https://www.teamunify.com/msmsa/UserFiles/File/169525_4_Overview_of_the_Sport_of_Swimming.pdf?team=msmsa
203584,http://www.shodor.org/interactivate/activities/AreaExplorer/,Do More,Redirected,URL should be updated to match Redirected URL,http://www.shodor.org/interactivate/activities/AreaExplorer/
174167,http://www.shodor.org/interactivate/activities/DiceTable/,Do More,Redirected,URL should be updated to match Redirected URL,http://www.shodor.org/interactivate/activities/DiceTable/
203478,http://www.shodor.org/interactivate/activities/GeneralCoordinates/,Do More,Redirected,URL should be updated to match Redirected URL,http://www.shodor.org/interactivate/activities/GeneralCoordinates/
173764,http://www.shodor.org/interactivate/activities/Regression/,Do More,Redirected,URL should be updated to match Redirected URL,http://www.shodor.org/interactivate/activities/Regression/
203605,http://www.shodor.org/interactivate/activities/TransmographerTwo/,Do More,Redirected,URL should be updated to match Redirected URL,http://www.shodor.org/interactivate/activities/TransmographerTwo/
170011,http://www.shodor.org/interactivate/activities/TriangleExplorer/,Do More,Redirected,URL should be updated to match Redirected URL,http://www.shodor.org/interactivate/activities/TriangleExplorer/
203515,http://www.shodor.org/interactivate/activities/TriangleExplorer/,Do More,Redirected,URL should be updated to match Redirected URL,http://www.shodor.org/interactivate/activities/TriangleExplorer/
231008,http://www.showme.com/sh/?h=4t9Uxou,Need 2 Know,Success,,https://www.showme.com/sh/?h=4t9Uxou
227535,http://www.showme.com/sh/?h=6gmTjoO,See More,Success,,https://www.showme.com/sh/?h=6gmTjoO
225691,http://www.showme.com/sh/?h=8WsFr9M,Hear More,Success,,https://www.showme.com/sh/?h=8WsFr9M
85243,http://www.showme.com/sh/?h=ElaGlai,Instructional Video,Success,,https://www.showme.com/sh/?h=ElaGlai
226667,http://www.showme.com/sh/?h=Me9qkmu,Hear More,Success,,https://www.showme.com/sh/?h=Me9qkmu
231932,http://www.showme.com/sh/?h=Me9qkmu,Hear More,Success,,https://www.showme.com/sh/?h=Me9qkmu
225750,http://www.showme.com/sh/?h=NIuLyNc,Hear More,Success,,https://www.showme.com/sh/?h=NIuLyNc
87080,http://www.showme.com/sh/?h=PE4Q2fQ,Instructional Video,Success,,https://www.showme.com/sh/?h=PE4Q2fQ
226593,http://www.showme.com/sh/?h=Xvup93Q,Hear More,Success,,https://www.showme.com/sh/?h=Xvup93Q
175441,http://www.showme.com/sh/?h=dX6pApM,Hear More,Success,,https://www.showme.com/sh/?h=dX6pApM
229833,http://www.showme.com/sh/?h=fmlzRHk,Hear More,Success,,https://www.showme.com/sh/?h=fmlzRHk
229873,http://www.showme.com/sh/?h=h978kUq,Instructional Video,Success,,https://www.showme.com/sh/?h=h978kUq
231791,http://www.showme.com/sh/?h=knLD8hk,Hear More,Success,,https://www.showme.com/sh/?h=knLD8hk
201963,http://www.showme.com/sh/?h=trcCkF6,Hear More,Success,,https://www.showme.com/sh/?h=trcCkF6
226625,http://www.showme.com/sh/?h=vTZHBlg,Hear More,Success,,https://www.showme.com/sh/?h=vTZHBlg
226693,http://www.showme.com/sh/?h=vTZHBlg,Hear More,Success,,https://www.showme.com/sh/?h=vTZHBlg
228694,http://www.showme.com/sh/?h=xqpQmRM,See More,Success,,https://www.showme.com/sh/?h=xqpQmRM
224365,http://www.showme.com/sh/?h=z4RpyDI,Hear More,Success,,https://www.showme.com/sh/?h=z4RpyDI
228112,http://www.shsu.edu/txcae/Powerpoints/prepostest/authorpovpostest.html,Do More,Redirected,URL should be updated to match Redirected URL,https://www.shsu.edu/home/404.html
85681,http://www.sixtysymbols.com/videos/debroglie.htm,Instructional Video,Failed - https,Failed with https; Successful as http,
232182,http://www.slavevoyages.org/,Do More,Success,,https://www.slavevoyages.org/
232180,http://www.slavevoyages.org/assessment/intro-maps,Do More,500,"('Internal Server Error', 'Server got itself in trouble')",
198447,http://www.slideserve.com/apu/universal-themes-in-literature,See More,Success,,https://www.slideserve.com/apu/universal-themes-in-literature
198478,http://www.slideserve.com/beata/modes-of-third-person-narration,See More,Success,,https://www.slideserve.com/beata/modes-of-third-person-narration
208826,http://www.slideserve.com/jaden/how-to-use-sensory-words,See More,Success,,https://www.slideserve.com/jaden/how-to-use-sensory-words
208802,http://www.slideserve.com/nalanie/poetry-vocabulary,See More,Success,,https://www.slideserve.com/nalanie/poetry-vocabulary
201967,http://www.slideshare.net/146online/5th-grade-prefixes-suffixes-roots#btnNext,See More,Success,,https://www.slideshare.net/146online/5th-grade-prefixes-suffixes-roots#btnNext
207265,http://www.slideshare.net/JuanNieto/warm-up-main-activity-and-cooldown-1-eso-secciones,Do More,Success,,https://www.slideshare.net/JuanNieto/warm-up-main-activity-and-cooldown-1-eso-secciones
216386,http://www.slideshare.net/Mariellrenae/8-locomotion-movements-2,Do More,Success,,https://www.slideshare.net/Mariellrenae/8-locomotion-movements-2
207612,http://www.slideshare.net/MeetYourHappiness/21-low-self-esteem-symptoms,Do More,Success,,https://www.slideshare.net/MeetYourHappiness/21-low-self-esteem-symptoms
201990,http://www.slideshare.net/Melodia/tall-tales-presentation#btnPrevious,See More,Success,,https://www.slideshare.net/Melodia/tall-tales-presentation#btnPrevious
