COUNT,MAX,HTTPS,Result,Details,UpdatedURL
1,88997,https://pub.provostacademy.com/suite/repository/workspace/EDHS.FL001.D.01_150/Course%20Documents/Unit%202/Lesson%2011/Lesson%204.2.11%20Re%20Teach%20Answersce.pdf,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/EDHS.FL001.D.01_150/Course%20Documents/Unit%202/Lesson%2011/Lesson%204.2.11%20Re%20Teach%20Answersce.pdf
1,73884,https://pub.provostacademy.com/suite/repository/workspace/EDHS.LA002.B.01_138/Course%20Documents/Steps%20to%20follow%20for%20the%20Writing%20Prompt.pdf,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/EDHS.LA002.B.01_138/Course%20Documents/Steps%20to%20follow%20for%20the%20Writing%20Prompt.pdf
1,73884,https://pub.provostacademy.com/suite/repository/workspace/EDHS.LA002.B.01_138/Course%20Documents/Unit%202/Sequence%20Chain%20Template.doc,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/EDHS.LA002.B.01_138/Course%20Documents/Unit%202/Sequence%20Chain%20Template.doc
1,73884,https://pub.provostacademy.com/suite/repository/workspace/EDHS.LA002.B.01_138/Course%20Documents/WRITING%20RUBRIC.pdf,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/EDHS.LA002.B.01_138/Course%20Documents/WRITING%20RUBRIC.pdf
1,87570,https://pub.provostacademy.com/suite/repository/workspace/EDHS.LA004.C.01_157/Course%20Documents/U1L9%20EI%20Steps%20for%20Active%20Listening.pdf,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/EDHS.LA004.C.01_157/Course%20Documents/U1L9%20EI%20Steps%20for%20Active%20Listening.pdf
1,208847,https://pub.provostacademy.com/suite/repository/workspace/EDHS.LA004.C.01_157/Course%20Documents/Unit%203/Lesson%2014/U3L14%20EI%20Steps%20for%20Active%20Listening.pdf,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/EDHS.LA004.C.01_157/Course%20Documents/Unit%203/Lesson%2014/U3L14%20EI%20Steps%20for%20Active%20Listening.pdf
1,208847,https://pub.provostacademy.com/suite/repository/workspace/EDHS.LA004.C.01_157/Images/Unit%203/Lesson%2014/English%2012%20P3%20U3L14.png,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/EDHS.LA004.C.01_157/Images/Unit%203/Lesson%2014/English%2012%20P3%20U3L14.png
1,66885,https://pub.provostacademy.com/suite/repository/workspace/EDHS.MA006.A.01_129/Course%20Documents/Unit%202/Lesson%205/Graphing%20Guide%20for%20Polynomialsfinalce.pdf,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/EDHS.MA006.A.01_129/Course%20Documents/Unit%202/Lesson%205/Graphing%20Guide%20for%20Polynomialsfinalce.pdf
1,91916,https://pub.provostacademy.com/suite/repository/workspace/EDHS.SC005.C.01_92/Course%20Documents/Unit%203/Lesson%208/P3%20U3%20L8%20PowerPoint%20Reteach.ppt,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/EDHS.SC005.C.01_92/Course%20Documents/Unit%203/Lesson%208/P3%20U3%20L8%20PowerPoint%20Reteach.ppt
1,63182,https://pub.provostacademy.com/suite/repository/workspace/EDHS.SC007.A.01_109/Images/Unit%201/Lesson%2015/ChemistryP1U1L15_PeriodicTable.png,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/EDHS.SC007.A.01_109/Images/Unit%201/Lesson%2015/ChemistryP1U1L15_PeriodicTable.png
1,63173,https://pub.provostacademy.com/suite/repository/workspace/EDHS.SC007.A.01_109/Images/Unit%201/Lesson%209/ChemistryP1U1L9_PeriodicTable.png,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/EDHS.SC007.A.01_109/Images/Unit%201/Lesson%209/ChemistryP1U1L9_PeriodicTable.png
1,302820,https://pub.provostacademy.com/suite/repository/workspace/courses/1113/7324/U1L14/Periodic%20Table.jpg,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/courses/1113/7324/U1L14/Periodic%20Table.jpg
1,72990,https://pub.provostacademy.com/suite/repository/workspace/courses/1113/7324/U2L9/clip_image020.png,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/courses/1113/7324/U2L9/clip_image020.png
1,84143,https://pub.provostacademy.com/suite/repository/workspace/courses/1164/8662/U3L2/MOD_Chem_P4_U3_L2_ERAK_final_CE.html,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/courses/1164/8662/U3L2/MOD_Chem_P4_U3_L2_ERAK_final_CE.html
1,63146,https://pub.provostacademy.com/suite/repository/workspace/courses/963/8651/U1L6/Mod_Chem_P1_U1_L6_RTAKFinal_CE.html,Failed - https,Failed with https; Successful as http,http://pub.provostacademy.com/suite/repository/workspace/courses/963/8651/U1L6/Mod_Chem_P1_U1_L6_RTAKFinal_CE.html
1,210281,https://public.oed.com/blog/old-english-an-overview/,Success,,
1,75504,https://publications.nigms.nih.gov/insidethecell/chapter4.html,Failed,Failed to establish a connection,
1,69264,https://publications.nigms.nih.gov/medsforyou/qanda.html,Failed,Failed to establish a connection,
1,246333,https://publications.socialstudies.org/se/6905/6905269.pdf,404,"('Not Found', 'Nothing matches the given URI')",
1,76283,https://pubs.niaaa.nih.gov/publications/arh284/213-221.htm,Success,,
1,71855,https://pubs.usgs.gov/gip/dynamic/himalaya.html,Success,,
1,69320,https://pubs.usgs.gov/gip/monitor/techniques.html,Success,,
1,69317,https://pubs.usgs.gov/gip/volc/types.html,Success,,
1,264459,https://putnam.k12tn.net/cms/Probo/Coordplane.png,404,"('Not Found', 'Nothing matches the given URI')",
1,262022,https://qbi.uq.edu.au/brain-basics/brain/brain-physiology/how-do-neurons-work,Success,,
1,262034,https://qbi.uq.edu.au/brain/brain-anatomy/what-blood-brain-barrier,Success,,
1,69167,https://qist.lanl.gov/qcomp_map.shtml,Success,,
1,85589,https://quantumweird.wordpress.com/category/single-slit-experiment/,Success,,
1,112740,https://query.nytimes.com/mem/archive-free/pdf?_r=1&amp;res=9B01EFDC153DE433A25752C3A96E9C946397D6CF,410,"('Gone', 'URI no longer exists and has been permanently removed.')",
1,237665,https://query.nytimes.com/mem/archive-free/pdf?res=9E0CE0DC1638EF3ABC4D51DFB6678383679FDE,410,"('Gone', 'URI no longer exists and has been permanently removed.')",
1,276681,https://quickfacts.census.gov/qfd/states/00000.html,Failed,Failed to establish a connection,
1,89125,https://quiz.tv5monde.com/decouverte/imparfait-ou-passe-compose-_832,Success,,
1,88749,https://quizizz.com/admin/quiz/56f42fed9abef10a0a4c28f1,Success,,
1,62615,https://quizizz.com/admin/quiz/58276010031a3895763dd39c,Success,,
1,111918,https://quizizz.com/admin/quiz/589a23005924b30e56318fcc/crime-scene-investigation,Success,,
1,291669,https://quizlet.com/103369/spanish-personality-traits-flash-cards/,Success,,
1,290183,https://quizlet.com/11640005/50-most-common-rhetorical-devices-part-1-flash-cards/,Redirected,URL should be updated to match Redirected URL,https://quizlet.com/11640005/simple
1,72611,https://quizlet.com/11779971/text-structures-signal-words-flash-cards/,Success,,
1,91175,https://quizlet.com/118312705/passe-simple-french-flash-cards/,Success,,
1,91765,https://quizlet.com/12398933/french-imperative-flash-cards/,Success,,
1,211400,https://quizlet.com/1363455/frankenstein-vocabulary-flash-cards/,Success,,
1,91426,https://quizlet.com/144982441/regular-conditional-verbs-flash-cards/,Success,,
1,87754,https://quizlet.com/14882821/spanish-transitional-words-and-phrases-for-the-quiz-flash-cards/,Redirected,URL should be updated to match Redirected URL,https://quizlet.com/14882821/simple
1,76693,https://quizlet.com/15631645/german-states-and-capital-cities-flash-cards/alphabetical,Success,,
1,109774,https://quizlet.com/17066361/test,Success,,
1,80465,https://quizlet.com/2180988/gravity,Success,,
1,82428,https://quizlet.com/22927630/conic-sections-flash-cards/,Redirected,URL should be updated to match Redirected URL,https://quizlet.com/22927630/simple
1,60500,https://quizlet.com/231494013/french-body-body-parts-flash-cards/,Success,,
1,81549,https://quizlet.com/25711/spanish-school-supplies-flash-cards/,Success,,
1,211707,https://quizlet.com/404/lord-of-the-flies-vocabulary-flash-cards/,Success,,
1,66857,https://quizlet.com/53796157/parent-functions-with-graphs-flash-cards/,Success,,
1,91387,https://quizlet.com/54352560/test,Success,,
1,211124,https://quizlet.com/56274981/candide-by-voltaire-vocabulary-flash-cards/,Success,,
1,110339,https://quizlet.com/57216920/classifying-real-numbers-practice-problems-flash-cards/,Success,,
1,117909,https://quizlet.com/57237923/tools-to-measure-physical-properties-flash-cards/,Redirected,URL should be updated to match Redirected URL,https://quizlet.com/57237923/simple
1,211702,https://quizlet.com/7265490/match,Success,,
1,87850,https://quizlet.com/73288503/conics-important-characteristics-flash-cards/,Success,,
1,242691,https://quizlet.com/747233/four-main-cell-types-of-epidermis-flash-cards/,Redirected,URL should be updated to match Redirected URL,https://quizlet.com/747233/simple
1,259182,https://quizlet.com/7557149/fascicle-arrangement-of-muscles-flash-cards/,Success,,
1,211685,https://quizlet.com/791993/a-dolls-house-vocabulary-flash-cards/,Success,,
1,78047,https://quizlet.com/8529277/money-banking-and-the-federal-reserve-flash-cards/,Success,,
1,267668,https://quizlet.com/87951916/organize-personal-work-practices-and-development-flash-cards/,Success,,
1,85994,https://quizlet.com/98313466/relative-pronouns-ou-dont-flash-cards/,Success,,
1,87310,https://quod.lib.umich.edu/p/philamer/,Success,,
1,80336,https://quotations.about.com/cs/poemlyrics/a/When_You_Are_Ol.htm,404,"('Not Found', 'Nothing matches the given URI')",
1,242162,https://quran.com/,Success,,
1,85513,https://qz.com/146761/forget-led-bulbs-the-future-of-interior-lighting-is-lasers/,Success,,
1,90167,https://radiojunior.com/,Success,,
1,90167,https://radiojunior.com/fichiers/menu5.htm,404,"('Not Found', 'Nothing matches the given URI')",
1,109042,https://railroad.lindahall.org/essays/locomotives.html,Success,,
1,89256,https://rainforestfoundation.org/10-things-you-can-do-save-the-rainforest/,Success,,
1,87016,https://rainforests.mongabay.com/amazon/amazon_destruction.html,Success,,
1,90904,https://rainforests.mongabay.com/congo/congo_river.html,Success,,
1,72593,https://raisingchildren.net.au/grown-ups/family-life/routines-rituals-relationships/good-family-relationships,Success,,
1,67580,https://read-about-it.blogspot.com/2009/01/building-observation-skills.html,Success,,
1,121971,https://reading.ecb.org/teacher/pdfs/lessons/qu_lp_ThickandThinQuestions.pdf,Success,,
1,65239,https://readsheetmusic.info/dotted_notes_-_reading_complicated_syncopation.shtml,Success,,
1,90651,https://rediscovering-black-history.blogs.archives.gov/2014/03/25/providing-a-new-deal-for-young-black-women/,Success,,
1,83342,https://reelmp3.net/,Redirected,URL should be updated to match Redirected URL,https://www.reelmp3.net/
1,70739,https://reformparty.org/about-reform-party/core-principles/,Success,,
1,75081,https://refugeassociation.org/advocacy/refuge-issues/invasive-species/,404,"('Not Found', 'Nothing matches the given URI')",
1,234525,https://regentsprep.org/Regents/math/ALGEBRA/AM3/LError.htm,404,"('Not Found', 'Nothing matches the given URI')",
1,273125,https://regentsprep.org/Regents/math/ALGEBRA/AO3/pracRatio.htm,404,"('Not Found', 'Nothing matches the given URI')",
1,273125,https://regentsprep.org/Regents/math/geometry/GP11/Lsimilar.htm,404,"('Not Found', 'Nothing matches the given URI')",
1,291652,https://research.steinhardt.nyu.edu/scmsAdmin/media/users/grp224/downloads/hasiariis.pdf,Success,,
1,87644,https://researchbasics.education.uconn.edu/,Success,,
1,72980,https://resources.german.lsa.umich.edu/grammatik/konjunktionen/,Success,,
1,72241,https://resources.illuminateed.com/playlist/resource-sview/rid/51d8ffaf07121c800fe38b23/id/51c36dfa07121cff519d712b/bc0/explore/bc1/playlist,404,"('Not Found', 'Nothing matches the given URI')",
1,91206,https://resources.instructure.com/courses/13/pages/air-resistance?module_item_id=1319,Success,,
1,239228,https://resources.mhs.vic.edu.au/romeojuliet/literary.html,Failed,Failed to establish a connection,
1,75475,https://resources.writersonlineworkshops.com/resources/writing-dialect/,Success,,
1,295061,https://response.restoration.noaa.gov/about/media/how-does-oil-get-ocean.html,Success,,
1,283703,https://restvideo.com/watch/h4edocnkv20,Success,,
1,67903,https://reviewgamezone.com/game.php?id=1450,Success,,
1,63055,https://reviewgamezone.com/mc/candidate/test/?test_id=32910&amp;title=Boyles%20Law,Success,,
1,70879,https://reviews.history.ac.uk/review/490,Success,,
1,241668,https://rickischultz.files.wordpress.com/2009/10/question-mark.jpg,Success,,
1,90603,https://rigginglabacademy.com/mechanical-advantage-calculation-ma-t-method-simple-system-2/,Success,,
1,62348,https://riversofsteel.com/about/,Success,,
1,68890,https://robotics.northwestern.edu/research/topics/surface-haptic-technology-development/index.html,Success,,
1,65520,https://rocketit.com/safety-apps/,Success,,
1,69355,https://rodaleinstitute.org/,Success,,
1,242123,https://romanmilitary.net/,Success,,
1,211414,https://romantic-circles.org/reference/chronologies/mschronology/reviews/barev.html,Success,,
1,211407,https://romantic-circles.org/reference/chronologies/mschronology/reviews/bcrev.html,Success,,
1,211255,https://romeoandjulietmultimodal.weebly.com/juliet-and-the-nurse.html,Success,,
1,81260,https://rredc.nrel.gov/solar/old_data/nsrdb/1961-1990/redbook/atlas/,Success,,
1,64534,https://rubric-maker.com/,Success,,
1,69180,https://rubyonrails.org/,Success,,
1,248903,https://rusmp.rice.edu/resources/science-health-games,Success,,
1,217071,https://russian-crafts.com/russian-folk-tales/sister-fox-brother-wolf.html,Success,,
1,239183,https://russiapedia.rt.com/russian-history/here-come-the-romanovs/,Success,,
1,112170,https://s.wsj.net/public/resources/documents/st_madoff_victims_20081215.html,Success,,
1,113695,https://s3.amazonaws.com/bell-labs-microsite-news/news/2001/february/26/1.html,Success,,
1,66111,https://s3.amazonaws.com/ed.edim.co/23711431/activity_trigonometric_ratios_and_tables.pdf?response-content-disposition=filename%3D%22activity_trigonometric_ratios_and_tables.pdf%22%3B%20filename%2A%3DUTF-8%27%27activity_trigonometric_ratios_and_tables.pdf&AWSAccessKeyId=AKIAJXGLFWCDC7HTECXQ&Expires=1589868210&Signature=nLD5GVerZHKcd3aCMgaHd9UvE6Y%3D,403,"('Forbidden', 'Request forbidden -- authorization will not help')",
1,304100,https://s3.amazonaws.com/thf_media/2009/pdf/sr0065.pdf#page=32,Success,,
1,59743,https://sabr.org/bioproj/person/94f0b0a4,Success,,
1,76976,https://sageamericanhistory.net/colonies_empire/topics/enlighten.htm,Success,,
1,114418,https://sagradafamilia.org/,Success,,
1,91371,https://sagradafamilia.org/en/photo-gallery/,Success,,
1,303634,https://salemwitchmuseum.com/2017/07/20/elie-wiesels-salem-witch-trials-memorial-dedication-speech-1992/,Success,,
1,303634,https://salemwitchmuseum.com/locations/witch-trials-memorial/,Success,,
1,211716,https://samfak.gu.se/english/news/news/news_detail//no-democracy-without-women-s-rights-.cid1434050,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://samfak.gu.se/english/news/news/news_detail/no-democracy-without-women-s-rights-.cid1434050
1,295062,https://samuraivirtualtours.com/example/nab/index.html,Success,,
1,259646,https://sandwalk.blogspot.com/2007/02/genetics-of-abo-blood-types.html,Success,,
1,65756,https://sante.journaldesfemmes.fr/fiches-sante-du-quotidien/2576945-fievre-bebe-enfant-que-faire-quand-consulter/,Success,,
1,60789,https://sante.lefigaro.fr/actualite/2013/10/04/21341-cles-pour-prevenir-reduire-lobesite-chez-lenfant,Success,,
1,65295,https://sapac.umich.edu/article/63,403,"('Forbidden', 'Request forbidden -- authorization will not help')",
1,76265,https://save.org/,Success,,
1,130060,https://sc.provostacademy.com/academi-program/instruction-support,Failed,Failed to establish a connection,
1,219489,https://sc.provostacademy.com/how-it-works/a-day-life,Failed,Failed to establish a connection,
1,127970,https://sc.provostacademy.com/staff,Failed,Failed to establish a connection,
1,130062,https://sc.provostacademy.com/why-online/day-life,Failed,Failed to establish a connection,
1,130062,https://sc.provostacademy.com/why-online/online-schools,Failed,Failed to establish a connection,
1,113762,https://scalibq.wordpress.com/2012/08/25/a-brief-overview-on-the-history-of-3d-graphics-hardware/,Success,,
1,61230,https://schalke04.de/,Success,,
1,244573,https://schemas.microsoft.com/expression/blend/2008&quot;,Redirected,URL should be updated to match Redirected URL,https://schemas.microsoft.com/error.aspx?aspxerrorpath=/expression/blend/2008&quot;
1,244565,https://schemas.microsoft.com/intellisense/ie5&quot;  name=&quot;vs_targetSchema&quot;&gt;,Failed,Failed to establish a connection,
1,244573,https://schemas.microsoft.com/winfx/2006/xaml/presentation&quot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ,Redirected,URL should be updated to match Redirected URL,https://schemas.microsoft.com/error.aspx?aspxerrorpath=/winfx/2006/xaml/presentation&quot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
1,244573,https://schemas.openxmlformats.org/markup-compatibility/2006&quot;,Failed,Failed to establish a connection,
1,303794,https://schlesinger.radcliffe.harvard.edu/onlinecollections/gilman/search?query=,Success,,
1,115556,https://schoberg.net/2008/10/custom-image-bullets-for-unordered-lists-using-css/,Success,,
1,234497,https://scholar.google.com/scholar?q=ethics+and+genetic+research.&amp;hl=en&amp;as_sdt=0&amp;as_vis=1&amp;oi=scholart,Success,,
1,209602,https://scholarblogs.emory.edu/postcolonialstudies/2014/06/21/magical-realism/,Success,,
1,131124,https://scholarsbank.uoregon.edu/dspace/bitstream/1794/833/1/shepheardes.pdf,404,"('Not Found', 'Nothing matches the given URI')",
1,260015,https://scholarworks.gvsu.edu/cgi/viewcontent.cgi?article=1192&amp;context=lajm&amp;sei-redir=1&amp;referer=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fstart%3D10%26q%3Dthe%2Bdevil%2Band%2Btom%2Bwalker%26hl%3Den%26as_sdt%3D0%2C39#search=%22devil%20tom%20walker%22,Success,,
1,73246,https://scholarworks.uark.edu/cgi/viewcontent.cgi?article=1003&context=muscuht,Success,,
1,204505,https://school.cottondew.net/USGovernment/BookScans.html&amp;usg=__EtXUFclo16DsNRW-cjTkz4MxzIM=&amp;h=847&amp;w=1309&amp;sz=2,Failed,Failed to establish a connection,
1,201107,https://school.cottondew.net/USGovernment/images/BookScans/ChecksAndBalancesInTheFederalGovernment.jpg,Failed,Failed to establish a connection,
1,67980,https://school.eb.com/?target=%2Flm%2Fpassport%2Fdialects_in_literature.pdf,Success,,
1,219492,https://schools.nyc.gov/TeachNYC/nyc/colleagues/day.htm,404,"('Not Found', 'Nothing matches the given URI')",
1,211868,https://schoolworkhelper.net/animal-farm-animalism-vs-marxism/,Success,,
1,295051,https://scied.ucar.edu/atmosphere-layers,Success,,
1,69334,https://scied.ucar.edu/learning-zone/storms/how-thunderstorms-form,Success,,
1,72681,https://scied.ucar.edu/model-simulation-past-present-and-future-climate-change,Success,,
1,68993,https://science.gsfc.nasa.gov/astrophysics/,Success,,
1,77971,https://science.howstuffworks.com/avogadros-number.htm,Success,,
1,111915,https://science.howstuffworks.com/csi4.htm,Success,,
1,86486,https://science.howstuffworks.com/dictionary/astronomy-terms/question94.htm,Success,,
1,115572,https://science.howstuffworks.com/electricity3.htm,Success,,
1,69155,https://science.howstuffworks.com/engineering/structural/earthquake-resistant-buildings.htm,Success,,
1,115995,https://science.howstuffworks.com/environmental/energy/oil-refining5.htm,Success,,
1,115787,https://science.howstuffworks.com/environmental/energy/power.htm,Success,,
1,77900,https://science.howstuffworks.com/environmental/green-science/wetland.htm,Success,,
1,116139,https://science.howstuffworks.com/environmental/green-science/wind-power.htm,Success,,
1,242694,https://science.howstuffworks.com/fingerprinting1.htm,Success,,
1,113417,https://science.howstuffworks.com/humans-hear-in-space1.htm,Success,,
1,115762,https://science.howstuffworks.com/innovation/repurposed-inventions/history-of-remote-control.htm,Success,,
1,116108,https://science.howstuffworks.com/innovation/science-questions/question264.htm,Success,,
1,69140,https://science.howstuffworks.com/life/genetic/human-cloning3.htm,Success,,
1,262019,https://science.howstuffworks.com/life/inside-the-mind/emotions/fear2.htm,Success,,
1,112884,https://science.howstuffworks.com/life/inside-the-mind/human-brain/brain.htm,Success,,
1,115623,https://science.howstuffworks.com/magnet.htm,Success,,
1,69309,https://science.howstuffworks.com/nature/natural-disasters/tsunami.htm,Success,,
1,116113,https://science.howstuffworks.com/nuclear-bomb2.htm,Success,,
1,70393,https://science.howstuffworks.com/nuclear-power2.htm,Success,,
1,116011,https://science.howstuffworks.com/plastic.htm,Success,,
1,115747,https://science.howstuffworks.com/question22.htm,Success,,
1,78038,https://science.howstuffworks.com/transport/engines-equipment/submarine.htm,Success,,
1,115609,https://science.howstuffworks.com/transport/engines-equipment/vdg1.htm,Success,,
1,75165,https://science.jrank.org/pages/3533/Imprinting-Behavioral-imprinting.html,Success,,
1,90867,https://science.jrank.org/pages/663/Australia-Natural-resources.html,Success,,
1,303996,https://science.nasa.gov/astrophysics/focus-areas/what-powered-the-big-bang,Success,,
1,69403,https://science.nasa.gov/astrophysics/focus-areas/what-powered-the-big-bang/,Success,,
1,87434,https://science.nasa.gov/ems/02_anatomy,Success,,
1,74594,https://science.nasa.gov/ems/09_visiblelight,Success,,
1,249085,https://science.nasa.gov/newhome/headlines/msad08mar99_1.htm,404,"('Not Found', 'Nothing matches the given URI')",
1,68662,https://science.sciencemag.org/content/282/5397/2184.full,Success,,
1,292172,https://science.sciencemag.org/content/305/5689/news-summaries,Success,,
1,260003,https://science.time.com/2013/06/30/how-earthquakes-heal-themselves-and-why-thats-important/,Success,,
1,261945,https://science.time.com/2013/08/29/you-are-your-bacteria-how-the-gut-microbiome-influences-health/,Success,,
1,291888,https://science360.gov/obj/video/3dc91fe1-4442-4ae0-b9c8-59f441bb69a4/science-winter-olympics-figuring-out-figure-skating,Failed,Failed to establish a connection,
1,120786,https://scienceaid.co.uk/biology/biochemistry/photosynthesis.html,Success,,
1,121072,https://scienceaid.co.uk/biology/ecology/index.html,Success,,
1,69317,https://sciencebob.com/make-your-own-volcano/,Success,,
1,64652,https://sciencebob.com/what-is-the-difference-between-food-chain-and-a-food-web/,Success,,
1,291638,https://scienceoveracuppa.com/2013/04/14/the-bionic-cell-how-metal-ions-make-the-cellular-world-go-round/,Success,,
1,62874,https://scienceprimer.com/buoyancy,Success,,
1,302898,https://scienceprimer.com/charles-law,Success,,
1,116273,https://scienceprimer.com/punnett-square-qs,Success,,
1,241642,https://scienceprogress.org/wp-content/uploads/2008/11/lectern_591.jpg,Success,,
1,248903,https://sciencespot.net/Pages/classforsci.html#blood,Success,,
1,64661,https://sciencestruck.com/examples-of-commensalism,Success,,
1,76714,https://sciencestruck.com/ground-state-vs-excited-state-of-atom,Success,,
1,114850,https://sciencestruck.com/how-does-cable-stayed-bridge-system-work,Success,,
1,78026,https://sciencestruck.com/thermal-equilibrium,Success,,
1,75425,https://sciencetrends.com/balanced-chemical-equation-cellular-respiration-meaning-function/,Success,,
1,75358,https://sciencetrends.com/breakdown-cells-structures-functions/,Success,,
1,113040,https://sciencetrends.com/problems-data-ownership-data-security/,Success,,
1,90501,https://sciencetrends.com/the-formula-for-work-physics-equation-with-examples/,Success,,
1,303431,https://sciencing.com/5-requirements-mineral-10067381.html,Success,,
1,304035,https://sciencing.com/bases-used-common-household-products-8107632.html,Success,,
1,242017,https://sciencing.com/calculate-probability-weather-5576979.html,Success,,
1,63060,https://sciencing.com/canned-air-cold-5157676.html,Success,,
1,78053,https://sciencing.com/characteristics-vascular-plants-5488490.html,Success,,
1,78053,https://sciencing.com/compare-vascular-nonvascular-plants-6862381.html,Success,,
1,239197,https://sciencing.com/count-jelly-beans-jar-4913844.html,Success,,
1,261889,https://sciencing.com/difference-between-empirical-theoretical-probability-8427443.html,Success,,
1,62704,https://sciencing.com/do-scientists-structure-earths-interior-8695198.html,Success,,
1,258979,https://sciencing.com/draw-conclusion-data-8599906.html,Success,,
1,76423,https://sciencing.com/factor-polynomials-trinomials-7590110.html,Success,,
1,85808,https://sciencing.com/flatworms-roundworms-reproduce-10021662.html,Success,,
1,241855,https://sciencing.com/giraffe-adaptation-6326336.html,Success,,
1,114920,https://sciencing.com/how-are-newtons-three-laws-of-motion-used-in-baseball-7029501.html,Success,,
1,66959,https://sciencing.com/how-are-radical-expressions-rational-exponents-used-in-real-life-12751906.html,Success,,
1,86489,https://sciencing.com/hr-explain-life-cycle-star-5507250.html,Success,,
1,302819,https://sciencing.com/predict-products-chemical-reactions-6385005.html,Success,,
1,90184,https://sciencing.com/predict-weather-barometer-5767204.html,Success,,
1,86672,https://sciencing.com/pressure-relate-fluid-flow-10238.html,Success,,
1,116824,https://sciencing.com/uses-recombinant-dna-agriculture-8383532.html,Success,,
1,114716,https://sciencing.com/what-is-static-equilibrium-12755039.html,Success,,
1,63099,https://sciencing.com/what-is-the-basis-for-exceptions-to-the-aufbau-principle-13710232.html%3e%3e,404,"('Not Found', 'Nothing matches the given URI')",
1,87312,https://sciencing.com/what-is-the-difference-between-a-solution-and-a-suspension-13712175.html,Success,,
1,69032,https://scijinks.gov/tornado-simulation/,Success,,
1,81702,https://scijinks.gov/weather-map/,Success,,
1,303080,https://screencast-o-matic.com/watch/cbnvfiqr59,Success,,
1,304143,https://screencast-o-matic.com/watch/coiu2vfw3l,Success,,
1,69260,https://scripps.ucsd.edu/cmbb,Success,,
1,258897,https://search.reviews.ebay.com/?satitle=Selling,Failed,Failed to establish a connection,
1,272881,https://search.yahoo.com/web&amp;fr=slv8-hptb7&amp;p=denisity%20of%20substance%20chart&amp;type=,404,"('Not Found', 'Nothing matches the given URI')",
1,112983,https://searchdatamanagement.techtarget.com/definition/raw-data,Success,,
1,212376,https://searchenterpriselinux.techtarget.com/tip/OpenOffice-20-Base-Getting-the-right-views,404,"('Not Found', 'Nothing matches the given URI')",
1,114502,https://searchsecurity.techtarget.com/,Success,,
1,69305,https://sectionhiker.com/what-is-a-rutschblock-test/,Success,,
1,219552,https://secure.asq.org/perl/msg.pl?prvurl=http://asq.org/economic-case/markets/pdf/case-study-rusd-iso-9001.pdf,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://secure.asq.org/perl/msg.pl?prvurl=http:/asq.org/economic-case/markets/pdf/case-study-rusd-iso-9001.pdf
1,219552,https://secure.asq.org/perl/msg.pl?prvurl=http://asq.org/economic-case/markets/pdf/ccsd.pdf,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://secure.asq.org/perl/msg.pl?prvurl=http:/asq.org/economic-case/markets/pdf/ccsd.pdf
1,219552,https://secure.asq.org/perl/msg.pl?prvurl=http://asq.org/economic-case/markets/pdf/cs-iredell-statesville-district.pdf,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://secure.asq.org/perl/msg.pl?prvurl=http:/asq.org/economic-case/markets/pdf/cs-iredell-statesville-district.pdf
1,219552,https://secure.asq.org/perl/msg.pl?prvurl=http://asq.org/economic-case/markets/pdf/henking.pdf,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://secure.asq.org/perl/msg.pl?prvurl=http:/asq.org/economic-case/markets/pdf/henking.pdf
1,219552,https://secure.asq.org/perl/msg.pl?prvurl=http://asq.org/economic-case/markets/pdf/kingsley.pdf,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://secure.asq.org/perl/msg.pl?prvurl=http:/asq.org/economic-case/markets/pdf/kingsley.pdf
